timestamp,time_rel,x,y,theta,vx,vy,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.0,0.0,0.0,0.0,2.819595912530417,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.01,0.01,0.0,0.0,2.7256790144247107,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.02,0.02,0.0,0.0,2.6504501824656046,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.03,0.03,0.0,0.0,2.587840998817777,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.04,0.04,0.0,0.0,2.534950049787099,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.05,0.05,0.0,0.0,2.489964316472866,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.06,0.06,0.0,0.0,2.4899949596695814,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.07,0.07,0.0,0.0,2.490025700462567,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.08,0.08,0.0,0.0,2.4900565068762077,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.09,0.09,0.0,0.0,2.490087359604127,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.1,0.1,0.0,0.0,2.4901182462983327,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.11,0.11,0.0,0.0,2.490149158690423,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.12,0.12,0.0,0.0,2.490180091031668,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.13,0.13,0.0,0.0,2.4902110391972627,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.14,0.14,0.0,0.0,2.4902420001468997,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.15,0.15,0.0,0.0,2.490272971586748,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.16,0.16,0.0,0.0,2.490303951750384,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.17,0.17,0.0,0.0,2.490334939252638,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.18,0.18,0.0,0.0,2.4903659329896186,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.19,0.19,0.0,0.0,2.490396932068789,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.2,0.2,0.0,0.0,2.490427935759101,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.21,0.21,0.0,0.0,2.490458943454791,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.22,0.22,0.0,0.0,2.4904899546486785,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.23,0.23,0.0,0.0,2.4905209689121737,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.24,0.24,0.0,0.0,2.4905519858801046,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
0.25,0.25,0.0,0.0,2.490583005239052,0.0,0.0,-9.38263716,-0.00777933,-2.85381729,0.002592,-0.003105,0.003104
