timestamp,time_rel,x,y,theta,vx,vy,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0.0,0.0,0.0,0.0,2.81409615339067,0.0,0.0,-9.4279986,-0.14818986,-2.69364942,0.011009,0.022216,0.004617
0.01998700003605336,0.01998700003605336,0.0,0.0,2.7263033050853203,0.0,0.0,-9.43233462,-0.23980545,-2.71924371,0.006935,-0.000348,0.003686
0.0399739999556914,0.0399739999556914,0.0,0.0,2.6560035204239636,0.0,0.0,-9.52125246,-0.23964849,-2.6846634600000003,-0.001753,0.001578,0.003886
0.05995999998413026,0.05995999998413026,0.0,0.0,2.5974231483616936,0.0,0.0,-9.41362695,-0.22872015,-2.76684183,0.001472,-0.003957,0.003308
0.07994700002018362,0.07994700002018362,0.0,0.0,2.5482390352999875,0.0,0.0,-9.46332441,-0.2257281,-2.70951219,0.005903,-0.004082,0.003882
0.09993400005623698,0.09993400005623698,0.0,0.0,2.506850117507158,0.0,0.0,-9.47708784,-0.26853894,-2.63556441,0.002198,0.005484,0.003453
0.11992099997587502,0.11992099997587502,0.0,0.0,2.471623283448169,0.0,0.0,-9.4049451,-0.20926692,-2.75157747,0.004379,0.002117,0.003231
0.15989400004036725,0.15989400004036725,0.0,0.0,2.4717728304958513,0.0,0.0,-9.45972414,-0.25327458,-2.68226982,0.001029,-0.001756,0.004182
0.15989400004036725,0.15989400004036725,0.0,0.0,2.4717832736578824,0.0,0.0,-9.45972414,-0.25327458,-2.68226982,0.001029,-0.001756,0.004182
0.19986799999605864,0.19986799999605864,0.0,0.0,2.4719357167910347,0.0,0.0,-9.46093077,-0.2430918,-2.66834943,0.002053,0.000246,0.004055
0.19986799999605864,0.19986799999605864,0.0,0.0,2.4719415254875203,0.0,0.0,-9.46093077,-0.2430918,-2.66834943,0.002053,0.000246,0.004055
0.23984100006055087,0.23984100006055087,0.0,0.0,2.472072878285622,0.0,0.0,-9.43353144,-0.2254338,-2.7559233,0.00429,-0.002273,0.002736
0.23984100006055087,0.23984100006055087,0.0,0.0,2.4720596466658744,0.0,0.0,-9.43353144,-0.2254338,-2.7559233,0.00429,-0.002273,0.002736
0.27981500001624227,0.27981500001624227,0.0,0.0,2.472212105443221,0.0,0.0,-9.4453623,-0.24249339,-2.69350227,0.003483,0.00108,0.004239
0.27981500001624227,0.27981500001624227,0.0,0.0,2.472222268283941,0.0,0.0,-9.4453623,-0.24249339,-2.69350227,0.003483,0.00108,0.004239
0.31978799996431917,0.31978799996431917,0.0,0.0,2.4723763850404072,0.0,0.0,-9.46376586,-0.2456424,-2.68870518,0.000811,0.001313,0.004092
0.33977500000037253,0.33977500000037253,0.0,0.0,2.472464526812682,0.0,0.0,-9.45583938,-0.22273605,-2.70742266,0.005401,-0.000739,0.0045
0.3597620000364259,0.3597620000364259,0.0,0.0,2.4725443560524143,0.0,0.0,-9.43592508,-0.21046374,-2.71984212,0.00401,-0.002713,0.004015
0.3797489999560639,0.3797489999560639,0.0,0.0,2.472622742946063,0.0,0.0,-9.47349738,-0.23755896,-2.68212267,0.001881,0.002135,0.00393
0.3997349999845028,0.3997349999845028,0.0,0.0,2.472721897111599,0.0,0.0,-9.4598811,-0.24354306,-2.7129555000000005,0.003329,-0.002369,0.00511
0.3997349999845028,0.3997349999845028,0.0,0.0,2.4727384848855785,0.0,0.0,-9.4598811,-0.24354306,-2.7129555000000005,0.003329,-0.002369,0.00511
0.3997349999845028,0.3997349999845028,0.0,0.0,2.472751537309824,0.0,0.0,-9.4598811,-0.24354306,-2.7129555000000005,0.003329,-0.002369,0.00511
0.45969599997624755,0.45969599997624755,0.0,0.0,2.472978877485814,0.0,0.0,-9.446255010000002,-0.22737618,-2.71520199,0.00365,-0.001135,0.002622
0.4796820000046864,0.4796820000046864,0.0,0.0,2.473063977251936,0.0,0.0,-9.44685342,-0.22393287,-2.7243351,0.002427,0.001811,0.004292
0.4996690000407398,0.4996690000407398,0.0,0.0,2.4731580281731897,0.0,0.0,-9.46332441,-0.23980545,-2.68900929,0.003265,-9.3e-05,0.004801
0.5196559999603778,0.5196559999603778,0.0,0.0,2.473256644479564,0.0,0.0,-9.45254322,-0.21330864,-2.7184981500000003,0.00344,-0.001643,0.005048
0.5396429999964312,0.5396429999964312,0.0,0.0,2.4733394469302015,0.0,0.0,-9.4453623,-0.2282787,-2.7039793500000004,0.002671,0.001411,0.004121
0.55962900002487,0.55962900002487,0.0,0.0,2.4734205676653414,0.0,0.0,-9.45897858,-0.2282787,-2.69214849,0.004332,-0.00081,0.004028
0.5796160000609234,0.5796160000609234,0.0,0.0,2.473512136836602,0.0,0.0,-9.44460693,-0.23036823,-2.71445643,0.000329,5.3e-05,0.004633
0.5996029999805614,0.5996029999805614,0.0,0.0,2.4735630265094386,0.0,0.0,-9.45074799,-0.22722903,-2.70502902,0.003642,-6.2e-05,0.002287
0.6195900000166148,0.6195900000166148,0.0,0.0,2.473644334487057,0.0,0.0,-9.42680178,-0.16390548,-2.721195900000001,-0.001232,-0.008781,0.004075
0.6395770000526682,0.6395770000526682,0.0,0.0,2.473763368560741,0.0,0.0,-9.489811410000002,-0.22034241,-2.66970321,-0.003017,-0.001077,0.006243
0.6595629999646917,0.6595629999646917,0.0,0.0,2.473865329213621,0.0,0.0,-9.45269037,-0.20327301,-2.72223576,0.008812,0.007552,0.005218
0.6795500000007451,0.6795500000007451,0.0,0.0,2.4740127518829365,0.0,0.0,-9.38039067,-0.23516532,-2.75996502,0.00598,-0.002698,0.007815
