timestamp,time_rel,x,y,theta,vx,vy,bias_accel_x,bias_accel_y,bias_angular_velocity,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
842515.571078,40.1940300000133,0.9597213894383361,10.75217353947405,2.9644389773357425,-0.48182021503060635,0.659274060129264,-0.15984731730893095,-0.2167351445561243,0.0026975511054758454,0.02439747,0.20821725,9.78574968,-0.010766,0.100883,1.472008
842515.571078,40.1940300000133,0.9702597957814645,10.740792351183892,2.9669653384435133,-0.4826921401920486,0.6725877565904909,-0.1599461801944312,-0.21658179233322986,0.002696929332639866,0.02439747,0.20821725,9.78574968,-0.010766,0.100883,1.472008
842515.611052,40.23400399996899,0.9627220257423003,10.755288796941773,3.028260059000802,-0.503375593338258,0.6794448417348564,-0.16001608641026438,-0.21640927085302805,0.002696377139702414,0.05627997,-0.38574882,10.67340753,-0.054612,-0.061445,1.510687
842515.631039,40.253991000005044,0.9642054719638531,10.756099275203484,3.0589207879830163,-0.49560158498284324,0.69188507433206,-0.16008498208278876,-0.2162545522970654,0.0026957695646947504,-0.31015296,0.4742154,7.91179443,0.039316,0.017438,1.484341
842515.651026,40.2739780000411,0.9658174085735114,10.756724417782301,3.0898270288561935,-0.4962178932495016,0.7078025155928006,-0.16014343551715798,-0.2161168276752511,0.002695139254233416,-0.58093839,0.03128409,9.677074500000002,-0.034992,0.111207,1.496104
842515.671013,40.293964999960735,0.9670471219976814,10.757661398118643,3.1226051780038517,-0.48128749471220994,0.7047702279758785,-0.16021538822640422,-0.21597901112382373,0.0026944605660844507,0.33365772,0.9910846800000002,9.928848150000002,0.052818,0.094937,1.588444
842515.691,40.31395199999679,0.9686343594405703,10.758325286757618,-3.1279311712540787,-0.48612282314773225,0.7117626966114146,-0.1602762147414946,-0.2158456896996272,0.0026937982762567734,-0.18097488,-0.06211692,9.54624834,0.012946,0.041012,1.582768
842515.691,40.31395199999679,0.9790440332401538,10.745713751297723,-3.125302387957958,-0.4867846611422955,0.7177708456438894,-0.16033347171123438,-0.21572485895719196,0.002693146885882087,-0.18097488,-0.06211692,9.54624834,0.012946,0.041012,1.582768
842515.691,40.31395199999679,0.9891561932594201,10.733268505002444,-3.122692891421694,-0.48748704643365043,0.7227159348598904,-0.1603878814998304,-0.21561301227128793,0.0026925065528174163,-0.18097488,-0.06211692,9.54624834,0.012946,0.041012,1.582768
842515.691,40.31395199999679,0.9989836003738612,10.721022389068263,-3.1201024543291758,-0.4882173499323033,0.7269051786626468,-0.1604399078190486,-0.2155079712629984,0.0026918772641005093,-0.18097488,-0.06211692,9.54624834,0.012946,0.041012,1.582768
842515.691,40.31395199999679,1.008538055927255,10.708993377367358,-3.1175307477921073,-0.4889672673410461,0.7305380131610808,-0.16048986805858678,-0.21540830527429308,0.0026912589143633075,-0.18097488,-0.06211692,9.54624834,0.012946,0.041012,1.582768
842515.691,40.31395199999679,1.017830577099614,10.697190741509365,-3.1149773895986823,-0.48973109055058095,0.7337494849678785,-0.16053799131513888,-0.21531303123099674,0.00269065134618171,-0.18097488,-0.06211692,9.54624834,0.012946,0.041012,1.582768
842515.691,40.31395199999679,1.0268715096569678,10.685618447607212,-3.112441970515225,-0.4905047452075898,0.7366342396988592,-0.16058445049713208,-0.21522144764093903,0.002690054372256845,-0.18097488,-0.06211692,9.54624834,0.012946,0.041012,1.582768
842515.691,40.31395199999679,1.035670606800404,10.674277129611713,-3.1099240693253725,-0.4912852258555613,0.7392605288198066,-0.16062938110854816,-0.21513303761511002,0.0026894677882652743,-0.18097488,-0.06211692,9.54624834,0.012946,0.041012,1.582768
842515.730974,40.35392599995248,1.0252832040326039,10.691431568072199,-3.0496133582900313,-0.4778587790735475,0.7498277492757226,-0.16068733404633037,-0.21503587236374674,0.002688809857514814,-0.38440485,0.57001005,9.78261048,0.010959,0.014495,1.486809
842515.770948,40.39390000002459,1.0156264796154435,10.708625635358525,-2.9861537705406125,-0.48292418060132936,0.7574240633367605,-0.16074084016313053,-0.2149352135129127,0.002688159544134306,-0.3412899,0.10852803,9.30659985,-0.013836,0.019157,1.565654
842515.830909,40.45386100001633,0.9963970513717982,10.739965567432678,-2.8911557918234765,-0.47661693347708534,0.7802027622327528,-0.1607985637817653,-0.21485619460596803,0.0026874382227928023,-0.60159825,0.38620008,9.25046703,0.028719,0.181171,1.569806
842515.870883,40.49383499997202,0.9857751210399155,10.761749480958732,-2.8293240274318032,-0.4628370715070782,0.8011314837074605,-0.16087897807228693,-0.2148033817405945,0.002687024641549269,-0.64290816,0.7893126,10.48270113,0.013893,0.092151,1.536019
842515.930844,40.55379599996377,0.9653766975293476,10.801167352548076,-2.7282191738805643,-0.4134223014724074,0.7427252222356616,-0.1610212187987636,-0.21464929744867128,0.002686598811307235,1.19541717,0.8658011700000001,10.04770611,0.040029,-0.015213,1.679423
842515.970818,40.593770000035875,0.9567236498325523,10.821239537848548,-2.669863186578752,-0.4193450349997298,0.7545412345423388,-0.16114398177448375,-0.21451173010865893,0.002686172974520047,-0.27482715,0.42556761,9.763893,0.06459,0.045373,1.448261
842515.990805,40.61375699995551,0.9569741569368485,10.826370203953743,-2.6392062659182716,-0.43562511693568295,0.757883478624352,-0.1612306654665435,-0.2143863165791229,0.0026857972414367267,-0.33155838,-0.13771278,9.49954293,0.034566,0.125215,1.509482
842516.03078,40.653732000035234,0.948708309558403,10.846081665177051,-2.5752882805330874,-0.44141945145196365,0.7589584021115956,-0.16130126371485262,-0.21425876394882082,0.0026854419845240432,-0.13412232,0.1963962,10.5534999,0.006628,-0.031933,1.588272
842516.03078,40.653732000035234,0.9575231508513674,10.836404962835136,-2.5731808061448476,-0.4476576085359392,0.7614330126398087,-0.16135699713519508,-0.21414209805990725,0.002685094810997518,-0.13412232,0.1963962,10.5534999,0.006628,-0.031933,1.588272
842516.070754,40.693705999990925,0.9494424123534299,10.856031377634974,-2.510238380954934,-0.45741889551492015,0.7561530382446059,-0.16139282674480313,-0.21401415841001636,0.0026848036796890636,-0.09550035,-0.05837931,9.85161402,0.032236,0.108569,1.564853
842516.090741,40.71369300002698,0.9500222611344132,10.860377630159899,-2.4765310451437297,-0.4523845058896253,0.7495544295281433,-0.16142587427272131,-0.21387623090108748,0.002684511520283585,0.54756477,0.26539974,10.94179932,0.006414,0.107307,1.664337
842516.110728,40.73368000006303,0.9507284924064618,10.864523504400061,-2.4443293820427483,-0.4519931716220143,0.7472800810931535,-0.16145260522655494,-0.21373512286403867,0.002684222837515352,0.24729048,0.18022932,10.74346074,0.018784,-0.070546,1.589178
842516.130715,40.75366699998267,0.9515926541459182,10.868321131807283,-2.4130824070255716,-0.4571824084772438,0.7547471007246432,-0.16147218705895092,-0.21360353437888718,0.0026839267206090777,-0.38230551,0.27153099,10.89928278,-0.022199,0.038458,1.541343
842516.150702,40.77365400001872,0.9524269961715884,10.872151599708156,-2.3831551481565456,-0.46008605347298986,0.7557610864633844,-0.16148460063935646,-0.21347319055350178,0.0026836369922967054,-0.0808344,0.13546629,9.69144615,-0.03329,0.057515,1.475588
842516.170689,40.79364100005478,0.9528832984309877,10.876075000280768,-2.3504146798533427,-0.4467746413365431,0.7491321281822025,-0.16150193383725292,-0.21332800024810028,0.002683310657790998,0.86953878,0.49801446,9.58546872,0.012834,0.010693,1.615434
842516.190676,40.813627999974415,0.9537664675914588,10.879670630167034,-2.3177738795283767,-0.4540406406467489,0.7543344977253557,-0.1615103928809269,-0.21319048854670755,0.002682994816123034,-0.33365772,0.14878827,9.93828537,0.050311,0.039935,1.610854
842516.23065,40.85360200004652,0.9461218565140955,10.897577687473307,-2.266096133570691,-0.4736023095000953,0.7715339115560664,-0.161504122675704,-0.21307580577534366,0.00268269982205612,-0.8044298100000001,0.17109621,9.67886973,0.005639,0.012019,1.283223
842516.250637,40.87358899996616,0.9471594905814532,10.900588045468124,-2.2440121072236647,-0.4742102628515901,0.7755789905892624,-0.16149643210908637,-0.21296586373596987,0.0026823892812289068,-0.27153099,0.36658989,10.6431633,-0.002813,-0.105697,1.08285
842516.270624,40.89357600000221,0.9485130904744973,10.903331959341273,-2.229964692945821,-0.4891030859096014,0.7881216405290341,-0.16148091806581863,-0.21287779696991252,0.0026820978630740754,-1.2493035,0.25836597,9.04165137,-0.00536,-0.088214,0.681432
842516.290611,40.913563000038266,0.9521161394722992,10.9078116415445,-2.2744722244780635,-0.5396450541137696,0.818475863910336,-0.16137180207350155,-0.21276742713056992,0.002750063200481968,-3.66662484,-0.30326634,10.2756807,-0.012182,-0.135747,-0.434894
842516.290611,40.913563000038266,0.9641875296595173,10.89766276956898,-2.308376982840438,-0.535075203141315,0.8167994893651324,-0.16127409853127908,-0.212649783581707,0.00281371635670178,-3.66662484,-0.30326634,10.2756807,-0.012182,-0.135747,-0.434894
842516.330585,40.95353699999396,0.9558657300553944,10.918498570176192,-2.346717435712772,-0.5428164015571251,0.8205274711457805,-0.16117685973384388,-0.21255477120986202,0.0028743301725267447,-0.68317821,0.02769363,8.332270650000002,0.012545,0.275755,-0.169057
842516.350572,40.97352400003001,0.9586920259340092,10.922755238952664,-2.385924670488964,-0.5765063732521306,0.8305701755124163,-0.16106294868710033,-0.21249491304908896,0.002934722281063972,-2.49396687,-1.00425951,9.61196553,-0.017811,0.097053,-0.399683
842516.370559,40.99351099994965,0.9607305769468791,10.92771573930745,-2.4175415712437536,-0.5802620548636369,0.7987496663375966,-0.16092888049350285,-0.21241684432837027,0.0029918127416743608,0.31808925,-1.5783210900000002,9.67258152,-0.023503,-0.141492,-0.115283
842516.390546,41.0134979999857,0.9645780900188923,10.934782393467486,-2.4950427620659963,-0.5972502653018136,0.7851769254917667,-0.16070434971784536,-0.21224360122466604,0.003960846189788882,-0.47091924,-1.7751587400000002,9.546101190000002,-0.008823,-0.103271,0.031978
842516.410534,41.03348600002937,0.9668164760121428,10.938746316039758,-2.522623950404184,-0.6310451183440201,0.7789799761387631,-0.16052812020377677,-0.21220168655791974,0.004006066502506565,-1.47368763,-2.31628815,10.47566736,-0.035238,-0.078831,-0.201602
842516.430521,41.05347299994901,0.9677529343598437,10.942770456350997,-2.546857834624079,-0.6087336296919329,0.7624008461260947,-0.16036335862329998,-0.21213433558083117,0.004048420585356202,0.83181933,-0.25222491,9.60178275,0.043217,-0.055,-0.116949
842516.450508,41.07345999998506,0.9685428013495654,10.946812706170691,-2.565125674978382,-0.5855995631401197,0.7402054598575787,-0.16020538797802983,-0.21203446861452352,0.004089702690635715,1.32609618,-0.25387299,9.55029006,-0.021199,0.010681,0.146308
842516.470495,41.093447000021115,0.969242372958915,10.950313884305368,-2.583587908950217,-0.563541751626398,0.74013993987326,-0.16006872411415002,-0.21192132829921806,0.004130163084507396,0.44322561,0.49112784,8.78508063,0.006475,0.031459,0.108123
842516.490482,41.11343400005717,0.9707909944409963,10.955547485259771,-2.6432488112458152,-0.5304307759908997,0.7388870442710824,-0.1599153948006089,-0.21173014371064794,0.003390090624621312,0.99887382,1.24735131,10.57026519,0.019948,-0.023406,-0.025901
842516.530456,41.15340800001286,0.9598421497395021,10.973208240120876,-2.663678251815523,-0.45963796635341286,0.7390710304505893,-0.1598790415669146,-0.2115462186621565,0.00342449279311137,0.83076966,1.79881065,9.96148602,0.002813,0.020316,-0.068575
842516.530456,41.15340800001286,0.9694924052041752,10.962187203186717,-2.680405127385761,-0.46307284640563534,0.743225658554963,-0.1598418748922324,-0.21137797710025247,0.0034571667713025433,0.83076966,1.79881065,9.96148602,0.002813,0.020316,-0.068575
842516.550443,41.17339500004891,0.9699304884569726,10.964935958371495,-2.697803716238293,-0.44643313720827826,0.7560600449484843,-0.1598310058758213,-0.21121238668070305,0.0034879142452978024,-0.14414814,1.48131981,9.692790120000002,0.007106,0.017613,-0.089615
842516.590417,41.213369000004604,0.962753051237103,10.983680544948163,-2.7496256867658007,-0.4457484369145797,0.7731913725697237,-0.15979424066109907,-0.2110115082572936,0.003981898615324781,-0.5644772100000001,0.58019283,10.13048289,0.002689,0.041842,0.017206
842516.610404,41.23335600004066,0.9820658644989514,10.94090912882584,-2.7738290299085038,-0.32229195889127876,0.42969565540369575,-0.16021969166798564,-0.21341094542275893,0.00403141934233379,-0.10343664,-0.17348985,10.088721720000002,-0.000372,0.006694,0.067622
842516.610404,41.23335600004066,0.9966411279031945,10.914154084374095,-2.793301886425848,-0.28746100178226097,0.313436430335184,-0.16039475763729397,-0.21412467349940884,0.004069568699431221,-0.10343664,-0.17348985,10.088721720000002,-0.000372,0.006694,0.067622
842516.650378,41.27332999999635,0.9944718240681409,10.921337105202019,-2.837906738297215,-0.34869349115963516,0.3312321186974144,-0.16026075333587203,-0.21361527037628875,0.004918541799814821,0.14579622,-1.1638289700000002,9.43144191,-0.002978,0.042735,0.030885
