t,ex,ey,ez,evx,evy,evz,roll,pitch,yaw
0,-0.178651705187644,0.271999355692004,-10.5889562190823,-0.000483275877473227,0.000627796194460865,-0.00357080649100995,2.46417250452885e-05,-0.00869925829809252,0.00248887595215914
0.01,-0.178656537946419,0.272005633653949,-10.5889919271472,0.000390060428215453,0.000482887805575138,-0.00341702808400021,0.00158612193772719,-0.0173818758962616,0.00499185896903524
0.02,-0.17865115197361,0.272044885433487,-10.577467368821,0.00219967766397708,0.00569808969117033,-0.00342234197336202,-0.00670824274685891,-0.017375955123971,1.64657922647503
0.03,-0.17862915519697,0.272101866330398,-10.5775015922407,0.00295314310669343,0.00755357287624747,-0.0034464184500782,-0.00803593745965876,-0.016438432816085,1.64156335236515
0.04,-0.178599579263324,0.272177403282685,-10.1895365780526,0.00369282999189793,0.00914776877790363,0.038322448440655,-0.00822300425074928,-0.0158570034701401,1.62906144241792
0.05,-0.178562650963405,0.272268880970464,-10.1891533535682,0.00435543027025208,0.0107465218727481,0.0378780769660579,-0.00818265342239547,-0.0154233727073317,1.60905144828099
0.06,-0.178519044548967,0.272376355724341,-10.1012183605766,0.00515767704172266,0.0122951804393537,0.0557988499012042,-0.00822889979937893,-0.0151782598490582,1.58155215917632
0.07,-0.17846746777855,0.272499307528735,-10.1006603720776,0.00600988398390543,0.0139154073528232,0.0554197582548841,-0.00836717240811515,-0.0150420489205558,1.54664557413643
0.08,-0.178407480230354,0.272638420464303,-10.1562460559227,0.00703342706137245,0.0155035553412166,0.0363694562093636,-0.00854269161231617,-0.014936327850943,1.51173900090503
0.09,-0.17833714595974,0.272793456017715,-10.1558823613606,0.00811569915388622,0.0168360965757011,0.0358958104617174,-0.00874750145251505,-0.0148854049372482,1.47683241586514
0.1,0.0636335654284742,0.808640266877039,-10.0926404935864,0.018553187659059,0.0390124304742695,0.0660655174999463,-0.0088692383600039,-0.0150601257231687,1.44192569730936
0.11,0.0638190973050648,0.809030391181781,-10.0919798384114,0.0195248233832412,0.0403471156161174,0.0654925738055674,-0.00907358159992852,-0.022149806328774,1.40701911226947
0.12,0.06401422085679,0.809433777751789,-10.1041294648061,0.0210483682282659,0.0424548044888705,0.0564032461409134,-0.00936507336900639,-0.0276346218120341,1.37211254295683
0.13,0.0642247045390726,0.809858325796678,-10.1035654323447,0.0226438312044654,0.0447617124079555,0.0559228091043959,-0.0102473008973423,-0.0278584931190154,1.33720595791695
0.14,0.0644488120456275,0.810304138143228,-10.2127837000493,0.0242230438039551,0.0471180546012582,-0.0371847803864598,-0.010979810709077,-0.0273855614854383,1.30229967860311
0.15,0.0646910424836671,0.81077531868924,-10.2131555478532,0.0258814878901422,0.0493710000865156,-0.0378853276018512,-0.011169646894685,-0.0274244393662832,1.26739309356322
0.16,0.0649503134569936,0.811269408844621,-10.2026357858981,0.0276849258569043,0.0517198623387611,-0.0272399243369764,-0.0112040517991411,-0.0276536310800729,1.23248645128461
0.17,0.0652271627155627,0.811786607468008,-10.2029081851414,0.029791144013935,0.0540269826401525,-0.0277764435449807,-0.0113151918774458,-0.0279327924312057,1.19757986624472
0.18,0.0655229547528092,0.812325036360448,-10.2311098527641,0.0319040608143509,0.056028626169835,-0.0628948757617522,-0.011440686525344,-0.0282051677760005,1.16267352562006
0.19,0.0658419953609527,0.812885322622146,-10.2317388015217,0.0342168304007553,0.0582587780669814,-0.0635499473030668,-0.011552955712762,-0.02851264693651,1.1288790521951
0.2,-0.0380604063708357,1.29419719959405,-10.1842318558429,0.0272580249060961,0.10283239487956,0.00442518428004267,-0.0106412089368042,-0.0292941953131871,1.09793156903578
0.21,-0.0377878261217748,1.29522552354285,-10.1841876040001,0.0295657532732712,0.104869976690996,0.00353862093270634,-0.0106692308449719,-0.0316751814690896,1.06981644817706
0.22,-0.0374879840307778,1.29627796336281,-10.160027693991,0.0320759912446877,0.107003729593463,0.0416981684095526,-0.0107290193218237,-0.0324410316729499,1.04432601666463
0.23,-0.0371672241183309,1.29734800065875,-10.1596107123069,0.0347770640973979,0.109250679733118,0.0409069106345824,-0.0108203374254544,-0.0326456491154482,1.02132538336228
0.24,-0.0368161401843082,1.29844346048551,-10.1470722048417,0.0372981704344811,0.111426785867078,0.0615168775997055,-0.0108524379569678,-0.0330338644546811,1.00066139256759
0.25,-0.0364431584799634,1.29955772834418,-10.1464570360657,0.0400618056787038,0.113632492731169,0.0605582719638998,-0.0108351545680626,-0.0334899237897728,0.982152724472015
0.26,-0.0360468322944563,1.3006902695051,-10.1563310992824,0.0426279570864889,0.115930953745617,0.03975309735866,-0.0108222872092122,-0.0339113834111673,0.965627717438155
0.27,-0.0356205527235914,1.30184957904255,-10.1559335683088,0.045450093801516,0.118226391616021,0.0389384459801804,-0.0108018971496232,-0.0343377916150788,0.950925240760632
0.28,-0.0351581878632017,1.30303867852582,-10.1421985595307,0.0482589589963594,0.120738650902631,0.0651037940119922,-0.0107810143363332,-0.0348156697767879,0.937911046891699
0.29,-0.0346755982732381,1.30424606503485,-10.1415475215906,0.0513304677222964,0.122920463532716,0.0641982215140109,-0.0107789602867862,-0.0352497662603687,0.926404915323577
0.3,0.0625533024272057,1.2834859736804,-10.1749221311753,0.0691117668421296,0.121705159477495,-0.00932300029110147,-0.0112168573431253,-0.0359564181538599,0.916241243422973
0.31,0.063244420095627,1.28470302527517,-10.1750153611782,0.0720678816273505,0.123842226937237,-0.0102612393009788,-0.0111652009195259,-0.0384486928794876,0.907334923656614
0.32,0.0640100696731654,1.28597943377105,-10.1276220094769,0.0758337316887813,0.126562013928414,0.094145945216294,-0.0111163988642916,-0.0394845454660048,0.89951357838802
0.33,0.0647684069900532,1.28724505391033,-10.1266805500247,0.0791240578018405,0.128706559869484,0.0931999804615221,-0.0110969467163594,-0.0397968651634961,0.892657359413824
0.34,0.0657686691452385,1.28627739997753,-10.116029051031,0.086265374107935,0.114332698830258,0.11409976403448,-0.0174298851660946,-0.0375731041200488,0.936695312487287
0.35,0.0666313228863178,1.28742072696584,-10.1148880533907,0.0899150640413076,0.116488245738087,0.113057629535933,-0.0173915490214306,-0.0381481536196711,0.931479938125251
0.36,0.0675066209467991,1.28942310517372,-10.0711235390355,0.0927455251567684,0.124427191033031,0.210726758978389,-0.0154491603209198,-0.0396972514874643,0.913145477716995
0.37,0.0684340761983668,1.29066737708405,-10.0690162714457,0.0963308858544923,0.126508032724725,0.209578487100621,-0.0154268584531838,-0.0402286996436682,0.909205678902582
