t,ex,ey,ez,evx,evy,evz,roll,pitch,yaw
0,0.914399717412563,0.421690967495004,-9.84905106050366,0.00231351511494937,0.00110716087514819,-0.000275098924556505,0.000468417462933313,-0.00856716067097884,0.00256092136430985
0.01,0.914422852563712,0.421702039103755,-9.84905381149291,0.00303688838803809,0.00124352264562703,-0.000229377704067057,0.00961592870651663,-0.0301878802971019,0.00511075653514214
0.02,0.914453220583676,0.421714474093146,-9.96124743800403,0.00611611144087977,0.00212314888794224,-0.0048705224601649,0.0186753916910766,-0.0561896723855544,0.00992354876400279
0.03,0.914514381698085,0.421735705582026,-9.96129614322863,0.0116647152677971,0.00422610981704897,-0.00479928535259666,0.0205559705589122,-0.0779388040208973,0.0195786683732981
0.04,0.91463101680935,0.421777962948567,-10.0020554820625,0.0192036362042021,0.00645029335835288,-0.00891795861453827,0.0211915256448351,-0.0868010691758774,0.0369945410261495
0.05,0.914823053171392,0.42184246588215,-10.0021446616487,0.0274543229384295,0.00898890336911357,-0.00885992909236323,0.0209704994445897,-0.0911544049387053,0.0620751428990867
0.06,0.915097294789614,0.421932262884439,-10.1245681345734,0.0364246375050595,0.0116965367640263,-0.0339268092691312,0.0184627790144203,-0.0959172074373123,0.0946613657106941
0.07,0.915461541164665,0.42204922825208,-10.1249074026661,0.0455620653259979,0.0143407125341256,-0.0336349413576057,0.0142676038849831,-0.101050028647697,0.129567950750581
0.08,0.915918323742983,0.42219298357852,-10.0183303957187,0.0552355873455452,0.017070973390332,0.00243374589240882,0.00934529047531446,-0.10612287187388,0.16447416408463
0.09,0.916470679616438,0.422363693312424,-10.0183060582598,0.0651761252589844,0.0197637183234826,0.0027294154917039,0.00401680101781882,-0.110848139556726,0.199380749124516
0.1,0.859003157525034,-0.0341585429229369,-10.0260361898129,0.0735835473513621,0.00430876782905139,-0.000665760986279834,-0.00179301877546114,-0.114949181265312,0.234253903390503
