t,ex,ey,ez,evx,evy,evz,roll,pitch,yaw
0,-0.672489873230353,0.217585977928233,-9.63474373877863,-0.00152694333756142,0.000709756045086667,-0.000297719800342809,-0.000548575793625806,-0.00794403631320699,0.00245009971096729
0.01,-0.672505142663729,0.217593075488684,-9.63474671597663,-0.000856538546975206,0.000651020183541779,-0.00014204857340029,0.00761128174011566,-0.0216610581283213,0.0049144474821184
0.02,-0.672513709086538,0.217599585429814,-9.79319108814907,0.00114586193165496,0.00156553246455921,-0.00662165111547677,0.0156984919350838,-0.0346833733211827,0.00949031696243836
0.03,-0.672502250467222,0.21761524075446,-9.79325730466022,0.00452301517265319,0.00307978055638304,-0.00672903957699176,0.0172753296368702,-0.0383245465587098,0.0157314494621911
0.04,-0.672524375643217,0.217735934203972,-9.83015452906998,0.00317482696502769,0.0125398813871707,-0.010796208727859,0.00875634385937172,-0.0401824125901157,0.910017825941788
0.05,-0.672492627373567,0.217861333017843,-9.83026249115726,0.00508870010063598,0.0161889180599593,-0.0107246161667046,0.00951286650744548,-0.0429509486171356,0.918153711058391
0.06,-0.672441926593913,0.218023139755761,-9.96852549647881,0.0069570984197349,0.0200973858322958,-0.0393896570723412,0.0103374493162785,-0.0459579891847007,0.926655939349034
0.07,-0.672372355609715,0.218224113614084,-9.96891939304953,0.00868793711160408,0.0245140803134343,-0.0393601233457379,0.0110672494898432,-0.048744083064772,0.93528022618225
0.08,-0.672285200973204,0.218469401154469,-9.91645095743041,0.0105782710539741,0.0290290000875711,-0.0219350049001665,0.0117024165208025,-0.0513226277446032,0.943822407382471
0.09,-0.672179418262664,0.218759691155345,-9.91667030747941,0.0127665720336043,0.0337825197602738,-0.0217822982205421,0.0122711970425304,-0.0537506057657362,0.952131339928284
0.1,-0.698082386790939,0.285942748401628,-10.0045704496339,0.0139494790990515,0.041287038246614,-0.0643247813528396,0.0128311905748138,-0.0560362142016739,0.960074942192679
0.11,-0.697942891999948,0.286355618784094,-10.0052136974474,0.0159256888824547,0.0466810272280749,-0.0644963534645234,0.013318864052586,-0.0663249611079541,0.967493186726674
0.12,-0.697785446648994,0.286821044562476,-10.0695555804659,0.0185508714077494,0.0527991324135469,-0.106286465062332,0.0138027402119743,-0.0758679941862884,0.97444866203191
0.13,-0.697599937934916,0.287349035886611,-10.0706184451165,0.0216497385183463,0.0596402942307512,-0.106301332036957,0.0143469638161889,-0.0778700870184161,0.980980809037322
0.14,-0.697453047120817,0.288078606395883,-10.0612000136036,0.0235346588833162,0.0684799335087023,-0.0975313194765176,0.0172055375697649,-0.0786055009417909,0.973539627905766
0.15,-0.697217700531983,0.28876340573097,-10.0621753267984,0.0263752255189777,0.0757770893422955,-0.0975431907592471,0.0175971851181752,-0.0802290857010526,0.97911157280483
0.16,-0.696694516832027,0.289137413882789,-10.0291776719778,0.0335841906652944,0.0790809159734982,-0.062298092159563,0.0125786465857637,-0.0825586364636618,1.01061692932911
0.17,-0.696358674925374,0.289928223042524,-10.0298006528994,0.0368249739309309,0.0867440359641275,-0.0623485193794525,0.0129131883425199,-0.0842042671138304,1.01524313363523
0.18,-0.695851467569385,0.290655917125017,-9.95462358865249,0.0418614761795105,0.0932225616087865,0.0312407526041481,0.0115557752247715,-0.0860820416326947,1.02662003573035
0.19,-0.69543285280759,0.291588142741105,-9.95431118112645,0.0452175356086219,0.101045190093666,0.0311246078066796,0.0118787024354246,-0.0875264519676191,1.0304033653855
0.2,-0.64285327539409,0.171293785698783,-9.98286228281085,0.0554507361678222,0.0964107291740599,-0.0101836292977206,0.010039993380685,-0.0889716180275798,1.04011601132045
0.21,-0.642298768032411,0.172257892990524,-9.98296411910383,0.0590137471985606,0.104366068086694,-0.0102327096630627,0.0103239896712084,-0.0926671965480057,1.0431450419472
0.22,-0.641954814123182,0.173568521900492,-9.9662569831308,0.0594191596895112,0.115306187438938,0.0168250824385556,0.0129296589539331,-0.0942593877607899,1.04009986852841
0.23,-0.641360622526287,0.174721583774881,-9.96608873230642,0.0629757542574546,0.124005023577879,0.0167839880116211,0.0132151661714756,-0.0953814969261082,1.04250007171342
0.24,-0.640611689762469,0.175953847880742,-9.89733687661652,0.0678735009667246,0.132927122357893,0.138142691255672,0.0130506984727036,-0.0969812805932921,1.04573826194639
0.25,-0.639932954752802,0.177283119104321,-9.89595544970396,0.0717240544313989,0.141819652618389,0.138042284407134,0.0132932905113701,-0.0982680497989466,1.04763351061662
0.26,-0.63956412400909,0.179112173648707,-9.84532814953272,0.071838520856123,0.154188791563911,0.232310118643794,0.0157753182745157,-0.0995475095183677,1.04512179716524
0.27,-0.638845738800528,0.180654061564346,-9.84300504834628,0.0753703140684101,0.163502328597177,0.232262038338853,0.016028975064712,-0.100718172014706,1.04656635199788
0.28,-0.638299518315416,0.182503621787078,-9.82676940960287,0.0771209889482274,0.174440261766189,0.260699273125192,0.0172865565171336,-0.101840984772496,1.04614718366245
0.29,-0.637528308425934,0.18424802440474,-9.82416241687162,0.0807924845987874,0.184052171611925,0.260696489664437,0.0175020947177686,-0.102915623475667,1.04726359828142
0.3,-0.0325455911430622,0.03470311593472,-9.89304214133703,0.182413857188916,0.16720692484233,0.107951758125976,0.0123362741013405,-0.105541558144461,1.05103594253697
0.31,-0.0307214525711731,0.0363751851831433,-9.89196262375577,0.186532655199858,0.176750086992109,0.107768112904932,0.0125241818199462,-0.108852592775976,1.05186754360475
0.32,-0.0275447761282415,0.0369509146009129,-9.92340999376371,0.202312627170091,0.177962779344151,0.0354754115500339,0.00757435320512988,-0.110459967744373,1.05854575882997
0.33,-0.0255216498565406,0.0387305423943544,-9.92305523964821,0.207043306512601,0.187959620128941,0.0354298611134375,0.00774653348029294,-0.111283108433382,1.05919134446466
0.34,-0.0234761924585388,0.0408478152823104,-9.88730734626812,0.211409119461972,0.199842979560098,0.115992246536751,0.00834909687042745,-0.11260757221435,1.05933660603247
0.35,-0.021362101263919,0.0428462450779114,-9.88614742380275,0.216219057410352,0.209831105783434,0.115915896628163,0.0085101409956742,-0.113630934010086,1.05981978922892
0.36,-0.0192111162812784,0.0451296531050004,-9.86274519748521,0.220823517819744,0.221250433249308,0.167600474361767,0.00893007061552233,-0.114888890639224,1.05999043031025
0.37,-0.017002881103081,0.0473421574374935,-9.86106919274159,0.225360152450328,0.231799872475801,0.167685625601828,0.00907758504848352,-0.115838324339362,1.06032911549373
0.38,-0.0120244156146595,0.0472729702091945,-9.89640299455905,0.248571923648725,0.228539636816762,0.0807247601572149,0.00244310814953361,-0.116751834286681,1.06664808275635
0.39,-0.0095386963781722,0.0495583665773621,-9.89559574695747,0.254006311927678,0.238731551909469,0.0806134459582304,0.00257690058899767,-0.117645411559577,1.06692158611965
0.4,0.467461201122897,0.249080981690833,-9.87557878184183,0.375338051597106,0.30035557489737,0.127038162902266,-0.000153380076706845,-0.124563950028442,1.06712502581342
0.41,0.471214581638868,0.252084537439806,-9.87430840021281,0.381099079847576,0.311145511541758,0.126974452809314,-3.8296313503254e-05,-0.127638846599956,1.06731440947102
0.42,0.475953894927615,0.25460233376154,-9.86674717748349,0.393355887035255,0.318791467231147,0.141748080952865,-0.00178253423826833,-0.129155772481373,1.0687506075071
0.43,0.479887453797967,0.257790248433851,-9.86532969667397,0.39964670048408,0.329779610699149,0.141718212679991,-0.00169664212676721,-0.129841977477475,1.06890340397629
0.44,0.484054828177307,0.260793074798732,-9.87451455278006,0.406997729082789,0.339332281960629,0.116591945840678,-0.00208920102186171,-0.130489616723837,1.069318072874
0.45,0.488124805468135,0.264186397618339,-9.87334863332166,0.413450069718335,0.350565463137807,0.116579469251751,-0.00200861854326907,-0.131380329765797,1.06941519697966
0.46,0.493207370042713,0.266653709064816,-9.8907208824657,0.42567245982463,0.356433286042365,0.0732873261948132,-0.00376410352797578,-0.131968020433899,1.07060450690483
0.47,0.497464094640959,0.270218041925239,-9.88998800920375,0.432237434936742,0.367850703051659,0.0732575488447208,-0.00368438408593106,-0.13277975237573,1.07070020855973
0.48,0.502470047612699,0.273377876471938,-9.89085087231519,0.442591389953857,0.376853045702886,0.0695721125214924,-0.00463593327259003,-0.133594880726651,1.07134857282427
0.49,0.506895961512238,0.277146406928967,-9.89015515118998,0.449243491181113,0.388279930542531,0.0695264394334352,-0.0045529026419277,-0.134394600837077,1.07138405077668
0.5,-0.0372630920368785,0.269441755475563,-9.86479754222693,0.275840658131706,0.385561840920008,0.123923451196891,0.000712484915740338,-0.128691940244106,1.07328787168575
0.51,-0.0345046854555614,0.273297373884763,-9.86355830771496,0.281945257875486,0.396722187934625,0.12372929198778,0.000770656665005623,-0.131605942807493,1.07330277411623
0.52,-0.0316038264860059,0.276795114812012,-9.87660899884229,0.288507577639031,0.405637727535743,0.0914784056522774,0.000446993630850008,-0.132438058907928,1.0735017210076
0.53,-0.0287187507096156,0.280851492087369,-9.87569421478577,0.29481955440843,0.417206694805202,0.0913865117289921,0.000475215163027336,-0.133033739348475,1.07351103277931
0.54,-0.0195125680377643,0.27848142895025,-9.93974465487879,0.333782739775457,0.39847190297585,-0.0529378555279835,-0.00835674126576131,-0.132369457035071,1.0774787597114
0.55,-0.0161747406400097,0.282466147980009,-9.94027403343407,0.340716858799215,0.409649111906265,-0.0528115634031126,-0.0083236464246733,-0.133174764299177,1.0774956479239
0.56,-0.0193043764498999,0.293191559413849,-9.88717950398531,0.315603151536761,0.449967032500761,0.064159847074148,1.23056788834137e-05,-0.135172017230257,1.07397472530028
0.57,-0.0161483449345323,0.297691229738857,-9.88653790551457,0.32199879056278,0.461726261294492,0.0640550567265869,5.30322702912381e-05,-0.135908121148087,1.07398913412132
0.58,-0.00947953245990972,0.300365787664765,-9.87710719550228,0.344009993686897,0.465791718717548,0.0827772030504515,-0.00316709706228919,-0.137023562479045,1.07532555943976
0.59,-0.00603943252304075,0.305023704851941,-9.87627942347178,0.350757601809085,0.477419178499073,0.0826539459165798,-0.00313930052877242,-0.137727105024106,1.07532686084973
0.6,-0.276214526705903,0.313440923613337,-9.83827372967142,0.21977357565924,0.497910736766455,0.159425414978824,0.00551679203069685,-0.134575048781591,1.07442193559378
0.61,-0.274016790949311,0.318420030981001,-9.83667947552163,0.225763809768679,0.509938992716577,0.159341985257576,0.00555163672168201,-0.137353074221539,1.07440327755721
0.62,-0.270864694277334,0.322786781509448,-9.83742445873612,0.235877935620652,0.519229771987512,0.154212649383601,0.00465952985265626,-0.138397133366042,1.07473726277257
0.63,-0.268505914921128,0.327979079229323,-9.83588233224228,0.241980251314876,0.531432675514471,0.153954069351995,0.00467481451308181,-0.13892934958943,1.0747391244818
0.64,-0.259053985708866,0.321070226112731,-9.95347358501738,0.280282361247322,0.493191025221018,-0.0883677493737803,-0.00454477992103485,-0.135508683670258,1.07781683658182
0.65,-0.256251162096393,0.326002136364941,-9.95435726251112,0.286924665329323,0.50477160960317,-0.088501395856902,-0.00452243135103573,-0.136233644975542,1.07783173186167
0.66,-0.258370146591695,0.330857259236075,-10.0040031733022,0.273562308057516,0.514660568679633,-0.18582418496246,-0.0018964723361998,-0.135000677712996,1.07692102916293
0.67,-0.255634523511119,0.336003864922871,-10.0058614151519,0.280159167212318,0.526216079220857,-0.186234706085015,-0.00188507959036116,-0.135686467642878,1.07691904887086
0.68,-0.260008982119509,0.346713468758453,-9.99947787895629,0.258123753753337,0.557435193322719,-0.170433022798516,0.00362131168351505,-0.136551405116276,1.0751646612554
0.69,-0.257427744581975,0.35228782069168,-10.0011822091843,0.264269517142024,0.569292288270138,-0.170632541921566,0.00362939016907103,-0.137210145791185,1.0751587845774
0.7,-0.258809263669326,0.287865472117562,-10.003180189119,0.253790830605517,0.545586077853497,-0.172459800154453,0.00507177647458536,-0.135236110087294,1.07421854444154
0.71,-0.256271355363271,0.293321332896097,-10.0049047871205,0.259610828627687,0.55741531029596,-0.172779363673627,0.00507698001499016,-0.137938703398603,1.0742145969899
