t,ex,ey,ez,evx,evy,evz,roll,pitch,yaw
0,0.487705325235075,0.236835798459793,-9.49970609152617,0.00100007896291498,0.000594258599077676,-0.0146744444677414,-0.00904534830515205,-0.0078103769326983,0.00246832125921121
0.01,0.487715326024704,0.236841741045784,-9.49985283597085,0.00199585713841166,-0.000301864371619623,-0.0379681233328659,-0.0180978844322944,-0.0156316495335527,0.00500839411917121
0.02,0.487735284328018,0.236838722728983,-9.54106075617161,0.00375735795263829,-0.00240824609881097,-0.0565909326742077,-0.0184286246024718,-0.0321792790012703,0.00526675698282105
0.03,0.487772857907544,0.236814640267995,-9.54162666549835,0.00746942146594275,-0.00449791383617713,-0.0741323864101986,-0.0127306897925711,-0.0488276942437076,0.000549568579319793
0.04,0.487847500234508,0.236769697176327,-9.75550599077283,0.0131273715562785,-0.00601528649745135,-0.114602706419382,-0.00687419789802259,-0.0568054050215417,-0.00861758391327999
0.05,0.48797877395007,0.236709544311353,-9.75665201783702,0.0195640899270555,-0.0070786008019378,-0.131841015593894,-0.00188670739989434,-0.0567916472229085,-0.0207701844841807
0.06,0.488174233546673,0.236638837386041,-9.84394818509236,0.0260995115000836,-0.00754298587231377,-0.166631133440972,0.00312106339353299,-0.0565501754596893,-0.0347563381614863
0.07,0.488435228661673,0.236563407527318,-9.84561449642677,0.0325919110453325,-0.00745892863812454,-0.183718589179823,0.00836071551981948,-0.057215954039221,-0.0498515239675303
0.08,0.488761280386555,0.236488778155951,-9.8331490459022,0.0391800437261481,-0.00687472600236681,-0.195764386702311,0.0133999109112342,-0.0579738543924478,-0.0654798371702193
0.09,0.489153080823816,0.236420030895927,-9.83510668976923,0.0458036094060206,-0.00569604477598341,-0.212368096223551,0.0181025407025064,-0.0585977716338438,-0.0812017288286337
0.1,0.206097286870636,-0.568164755061454,-9.87601718112436,0.0415658120081149,-0.0358732426658715,-0.247654073453576,0.0219350631338132,-0.0590188028921145,-0.0967326681005262
0.11,0.206512944990717,-0.568523487488112,-9.8784937218589,0.0486032208290435,-0.0340232255265289,-0.264045042654059,0.0261329813814044,-0.0682323332972998,-0.112089882634564
0.12,0.206992101148356,-0.568862864140765,-9.99653852339267,0.0565390186250143,-0.03200119543764,-0.356091911517693,0.0300662842834182,-0.0773061511621661,-0.126854902941185
0.13,0.207557491334606,-0.569182876095142,-10.0000994425078,0.0658148898522686,-0.029680600980536,-0.371982373533173,0.0335200022422326,-0.0793660159589339,-0.140672051821995
0.14,0.208198359085543,-0.569478657537454,-10.1304699831426,0.0749984014875077,-0.0271372684858487,-0.494852144847089,0.036715074959395,-0.0801796264822238,-0.153550431649918
0.15,0.208948343100418,-0.569750030222312,-10.135418504591,0.0846391275124742,-0.0245237412001786,-0.510497325883842,0.0398723853326847,-0.081922708389631,-0.165540088583771
0.16,0.20979150322813,-0.569995246727055,-10.1522551405717,0.0945339415898891,-0.0215626567145637,-0.538324738816037,0.0428546988730571,-0.0838826629616825,-0.176602650597015
0.17,0.210736842644029,-0.570210873294201,-10.1576383879599,0.104686933362788,-0.0186311779594986,-0.553585690014089,0.045593435755132,-0.085801030962337,-0.186754101047442
0.18,0.211826351133317,-0.570395630233059,-10.0786387384419,0.115787960374526,-0.015188713397998,-0.464129013958778,0.0481807764517901,-0.0879217822039025,-0.19604327331267
0.19,0.212984230737062,-0.570547517367039,-10.0832800285815,0.126980028429356,-0.0115841770654551,-0.479300424771211,0.0505305948485374,-0.0898003143802521,-0.204483566121663
0.2,0.0829934157084193,-0.313475887707433,-10.0241892162609,0.126578253032118,0.0157402130304571,-0.4030445525778,0.053480550791984,-0.091333968102817,-0.212019285736033
