t,ex,ey,ez,evx,evy,evz,roll,pitch,yaw
0,-0.268740103764191,0.325956836907506,-9.91655785133169,-0.000667226265715008,0.00085990666135516,-0.000286647740260435,-1.74250871974853e-06,-0.00869902039463263,0.00250094810437397
0.01,-0.268746776026848,0.325965435974119,-9.91656071780909,0.000182484476912692,0.000740021308001877,0.000101598601056671,0.000287017363928726,-0.017394225561645,0.00500072673780373
0.02,-0.268744852989892,0.326022788537788,-10.120959436624,0.00273570866369299,0.00970400885801298,-0.0080492794921391,-0.0169622828630278,-0.0222565389284211,2.80767820369403
0.03,-0.268717495903255,0.326119828626368,-10.121039929419,0.00139392858847367,0.0120849491034677,-0.00781315802613409,-0.0177972199950598,-0.0249817486993035,2.80271686835733
0.04,-0.268703567015854,0.326240679435276,-10.2110390895247,-0.000315562258538766,0.0145265861466511,-0.0172884276492572,-0.0185436031228814,-0.0269785318220938,2.79026752498798
0.05,-0.268706722638439,0.326385945296742,-10.2112119738012,-0.00204579921158343,0.0170191347939127,-0.01730819661459,-0.0191791947432133,-0.0288177633270361,2.77027740727403
0.06,-0.268727202023584,0.326556139353501,-10.2562651170859,-0.00396736973320934,0.0199429458554663,-0.0263783909755811,-0.0198910267033104,-0.0306706549727878,2.74278812271801
0.07,-0.268766875720916,0.326755568812056,-10.2565289009957,-0.00616811564411309,0.0229229020083351,-0.0263876415001076,-0.0207143444872468,-0.0326271677968026,2.70788153767812
0.08,-0.268828437414145,0.326984823601264,-10.1431536540195,-0.0083892801103826,0.0260928155375844,0.0114639729472516,-0.0217043681372916,-0.0346834896066474,2.67297497067028
0.09,-0.268912330215249,0.32724575175664,-10.14303901429,-0.0104702372964987,0.0296200803478045,0.0115264707965238,-0.0228627383381049,-0.0368457087536393,2.63806838563039
0.1,-0.260012790458056,0.491974854753184,-10.218167267023,-0.012197757191544,0.039573835220821,-0.0249578579834713,-0.0241565666857252,-0.0390993044451504,2.60316157201954
0.11,-0.260134768029972,0.492370593105392,-10.2184168456029,-0.0142282417312746,0.0436227322575595,-0.0249318623454729,-0.025605645242975,-0.050141466487715,2.56825498697965
0.12,-0.260277025760331,0.492806489109811,-10.2640131477912,-0.0170177627150378,0.0484005107439132,-0.0546239303916474,-0.0271908196391294,-0.0612475561434005,2.53334843218004
