t,ex,ey,ez,evx,evy,evz,roll,pitch,yaw
0,0.136303192935778,-0.445621931893289,-10.2914937863235,0.00012852616859938,-0.00121055202636638,-0.00251967856259964,-0.000686116166883644,-0.00786525514029333,0.00243895747932044
0.01,0.136304478197464,-0.445634037413553,-10.2915189831091,0.000970763522466195,-0.00128731681498634,-0.00221745340700065,0.00731581553195673,-0.02866932512812,0.00490806222178257
0.02,0.136314185407787,-0.445646910622819,-10.354193546907,0.00361026703348581,-0.000817522452722671,-0.00501317387856025,0.017852071510273,-0.0536933191383729,0.0046944138322509
0.03,0.136350288078122,-0.445655085847346,-10.3542436786457,0.0089587922458998,0.000984494333781218,-0.00513094437206023,0.0222689376012364,-0.0742267527209749,0.00212780617866794
0.04,0.136439849917356,-0.445645247377913,-10.4493726088266,0.0163367852886422,0.00335946749653162,-0.01550611687168,0.0234130118401506,-0.0816889328129261,-0.00174089457350592
0.05,0.136603217770243,-0.445611652702948,-10.4495276699953,0.0245240193902675,0.00558711556270544,-0.0154782954119084,0.0248510910962069,-0.0789858863452697,-0.00634118029601512
0.06,0.136656663739166,-0.445176014889836,-10.4940515986836,0.0224081232388897,0.0300268015499558,-0.024756738971348,0.0111976360314546,-0.0747968970905025,0.821345773748329
0.07,0.136880744971554,-0.444875746874337,-10.4942991660733,0.0267204059713363,0.0361210734230212,-0.0248454517979059,0.0132630362257824,-0.0736740465291942,0.815797618167309
0.08,0.137107761962164,-0.444436073015911,-10.4944284277606,0.0292019079277827,0.0445448177262153,-0.0248779049872963,0.0144564384070252,-0.0730206115323977,0.872818330702347
0.09,0.137399781041442,-0.443990624838649,-10.4946772068105,0.0329680989632194,0.0509462959277012,-0.0249079685481038,0.0162329339368976,-0.0723277488233367,0.867125653167387
0.1,0.0771734007954431,-0.25437786838265,-10.4520964608242,0.0335836104058346,0.0652714871946256,-0.00425206222336884,0.0180185690444527,-0.0714835999411063,0.870176722659166
0.11,0.0775092368995015,-0.253725153510703,-10.4521389814465,0.0368955335392371,0.0717420840990473,-0.00470871982917832,0.0195893446517935,-0.0765020360468888,0.864682725214257
0.12,0.077874446411638,-0.253012090717212,-10.439554564442,0.04031061611568,0.0787514094277219,0.00334116485679617,0.020884614766571,-0.0785730413279598,0.861573688144549
0.13,0.0782775525727948,-0.252224576622934,-10.4395211527934,0.0437871431466738,0.0858111304930253,0.00316467493660371,0.0222394952683121,-0.0778245272786758,0.856728631750323
0.14,0.078753267960637,-0.251353059804725,-10.3650895723383,0.047771991316117,0.0933475035802007,0.0657359541817157,0.0239895875189512,-0.0774082912545769,0.845258729824541
0.15,0.0792309878737982,-0.250419584768923,-10.3644322127965,0.0509453970212146,0.100639103569896,0.0655646809299152,0.0252150399895713,-0.0770834348392448,0.841061148377599
0.16,0.0796855704734983,-0.249425238614409,-10.4107233966628,0.0534328504190711,0.107624677609851,0.0165954212362032,0.0259963020933256,-0.0765116839597433,0.843361714003381
0.17,0.080219898977689,-0.248348991838311,-10.4105574424505,0.0565079602964266,0.115019388666464,0.0164783268970032,0.0270654306936553,-0.0763162087775427,0.839804890753062
0.18,0.0807059069356238,-0.247193414866771,-10.36352179961,0.0585727773106041,0.122315811295985,0.0742870525184819,0.0277616656078362,-0.0757927969345537,0.844876209410018
0.19,0.0812916347087298,-0.245970256753811,-10.3627789290848,0.0613964757239521,0.129794584517043,0.0739896592230015,0.0286891964253931,-0.0756349041936659,0.841943270379549
0.2,-0.107076743482355,-0.183708438388951,-10.3285498635033,0.0466185400486363,0.142498277122188,0.121444763136984,0.0296746066260227,-0.0748410345215064,0.845455478322777
0.21,-0.106610558081868,-0.182283455617729,-10.3273354158719,0.0493268091570525,0.149966081994606,0.120969180755225,0.0304798783451855,-0.076490452980461,0.843028398305964
0.22,-0.106010591753439,-0.180693989015033,-10.2996061049293,0.0530382927924772,0.158584541723671,0.163344919698366,0.0318590084390711,-0.0773953041551276,0.835042925711552
0.23,-0.105480208825514,-0.179108143597796,-10.2979726557323,0.0558951869052816,0.166378582596499,0.162876622893041,0.0325668166165856,-0.0772967412194555,0.833117322356583
0.24,-0.105059546891597,-0.177556409646983,-10.2775383224563,0.0572629267727236,0.172755548229195,0.195752138306579,0.03250489287501,-0.0767876233669393,0.83911578546891
0.25,-0.10448691762387,-0.175828854164691,-10.2755808010732,0.0599207845205037,0.180456993383121,0.195230780653826,0.0331185308979512,-0.0769298073215656,0.837613111797763
0.26,-0.103725132839962,-0.173865625741629,-10.2482218930135,0.0636702195320861,0.189950965470873,0.243628975076011,0.034301293607403,-0.0777299165347951,0.831225951123324
0.27,-0.103088430644641,-0.17196611608692,-10.2457856032628,0.0664333243625468,0.197969083488782,0.243358227157311,0.0348326096117063,-0.0778787497637334,0.830018444888793
0.28,-0.102390876877429,-0.169946147175731,-10.2461858455848,0.0694276608888819,0.20620884682766,0.237123294115965,0.0354960090538146,-0.0781605216266993,0.827648497812887
0.29,-0.10169660026854,-0.167884058707455,-10.2438146126436,0.0722087993741237,0.214217760884299,0.236693953045488,0.0359533827559335,-0.0783328103027801,0.826745158961499
0.3,-0.293861669901572,0.284115057993412,-10.2094585306115,0.0437940064077231,0.292457018475472,0.304953147799568,0.0394840237471709,-0.07896563967048,0.826662943407449
0.31,-0.293423729837495,0.287039628178167,-10.2064089991335,0.0462365046484025,0.300891255416838,0.304549486603247,0.0398800661572348,-0.0808360703341946,0.8258838001849
0.32,-0.29286056799669,0.289901784838631,-10.1524361568907,0.0498264001027783,0.308486046388996,0.417004648701864,0.0395486554642456,-0.0815563417066425,0.828581687393636
0.33,-0.292362303995663,0.292986645302521,-10.1482661104036,0.0522895291528453,0.317091619863327,0.416526207163629,0.0398988132345899,-0.0816892007662976,0.828066761114543
0.34,-0.29183437363133,0.295933562156003,-10.1378645270209,0.054962175924125,0.324072479108915,0.430213508292897,0.0395892990064736,-0.0817758173889008,0.829756903140052
0.35,-0.291284751872089,0.299174286947092,-10.133562391938,0.0574469720523655,0.332707039595946,0.429808481490295,0.0398638720803368,-0.0821399099710242,0.829346681764802
0.36,-0.290796639947508,0.301350770523258,-10.1541893073243,0.0603299171319475,0.333337206653919,0.37120414262731,0.037761169118461,-0.0813486589187722,0.835687192937601
0.37,-0.290193340776189,0.304684142589797,-10.1504772658981,0.0628132402340137,0.341921076586623,0.370525155041076,0.0380130785387556,-0.0816751199278817,0.835396014651015
0.38,-0.289732967882674,0.306608255441687,-10.1992198005824,0.065487300360182,0.340780881500805,0.246463502679965,0.0357164220051352,-0.0805563700186981,0.840995733375455
0.39,-0.289078094879072,0.310016064256695,-10.1967551655556,0.0682785690327868,0.349182357957253,0.24582397887977,0.0359322920468475,-0.080899896813588,0.840757884693681
0.4,-0.448776235901765,0.148938033466665,-10.1631480515831,0.0327953947534197,0.321045943104709,0.318259817108331,0.0365788848152842,-0.0792153529900247,0.838376437742292
0.41,-0.44844828195423,0.152148492897712,-10.159965453412,0.0352890960777937,0.32934095554571,0.317615613153152,0.0367657211786825,-0.0812035798196378,0.838145831070361
0.42,-0.447688794437015,0.155721382563369,-10.1011944532343,0.0402809763845396,0.339854177978376,0.448161754533258,0.0369369098034389,-0.0827097680429744,0.838556768207499
0.43,-0.447285984673169,0.159119924343153,-10.096712835689,0.0430111613180033,0.348526839809793,0.447526731498156,0.0371066532124995,-0.0829779958592465,0.838419415528514
0.44,-0.446678764610115,0.161919898648705,-10.0970895187026,0.0470034718829502,0.35320380181889,0.435259239899761,0.0362173461922768,-0.083059899150603,0.83984895674388
